resource	path	type	required	default	validation	classification	owner	mutability	enforcement	moduleInteraction	migration	rule	purpose	decision
OpenBaoCluster	status.activeLeader	string	false	-	-	informational	workload-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.activeLeader	ActiveLeader is the current Raft leader pod name, for example "prod-cluster-0".	-
OpenBaoCluster	status.adminOps	object	false	-	nullable	informational	adminops-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.adminOps	AdminOps holds signals owned by the adminops controller (upgrade + backup).	-
OpenBaoCluster	status.adminOps.lastError	object	false	-	nullable	informational	adminops-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.adminOps	LastError is the last adminops-controller error observed for this cluster.	-
OpenBaoCluster	status.adminOps.lastError.at	string	false	-	format=date-time	informational	adminops-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.adminOps	At is when the error was observed (best-effort).	-
OpenBaoCluster	status.adminOps.lastError.message	string	false	-	-	informational	adminops-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.adminOps	Message is a human-readable error message (best-effort).	-
OpenBaoCluster	status.adminOps.lastError.reason	string	false	-	-	informational	adminops-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.adminOps	Reason is a low-cardinality identifier for the error.	-
OpenBaoCluster	status.backup	object	false	-	-	informational	backup-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.backup	Backup tracks the state of backups for this cluster.	-
OpenBaoCluster	status.backup.consecutiveFailures	integer	false	-	format=int32	informational	backup-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.backup	ConsecutiveFailures is the number of consecutive backup failures.	-
OpenBaoCluster	status.backup.lastAttemptScheduledTime	string	false	-	format=date-time	informational	backup-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.backup	LastAttemptScheduledTime is the scheduled time of the last backup attempt.	-
OpenBaoCluster	status.backup.lastAttemptTime	string	false	-	format=date-time	informational	backup-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.backup	LastAttemptTime is the timestamp of the last backup attempt, regardless of outcome.	-
OpenBaoCluster	status.backup.lastBackupDuration	string	false	-	-	informational	backup-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.backup	LastBackupDuration is how long the last backup took (e.g., "45s").	-
OpenBaoCluster	status.backup.lastBackupName	string	false	-	-	informational	backup-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.backup	LastBackupName is the object key/path of the last successful backup.	-
OpenBaoCluster	status.backup.lastBackupSize	integer	false	-	format=int64	informational	backup-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.backup	LastBackupSize is the size in bytes of the last successful backup.	-
OpenBaoCluster	status.backup.lastBackupTime	string	false	-	format=date-time	stable-automation	backup-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.backup.lastBackupTime	LastBackupTime is the timestamp of the last successful backup.	This is the replacement for deprecated status.lastBackupTime.
OpenBaoCluster	status.backup.lastFailureMessage	string	false	-	-	informational	backup-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.backup	LastFailureMessage is the detailed message for the last backup failure (if applicable).	-
OpenBaoCluster	status.backup.lastFailureReason	string	false	-	-	informational	backup-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.backup	LastFailureReason is the low-cardinality reason code for the last backup failure (if applicable).	-
OpenBaoCluster	status.backup.lastFailureTime	string	false	-	format=date-time	informational	backup-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.backup	LastFailureTime is when the last backup failure was recorded.	-
OpenBaoCluster	status.backup.lastHandledManualTrigger	string	false	-	-	informational	backup-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.backup	LastHandledManualTrigger is the last observed manual trigger token that has progressed into an actual backup attempt.	-
OpenBaoCluster	status.backup.nextScheduledBackup	string	false	-	format=date-time	informational	backup-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.backup	NextScheduledBackup is when the next backup is scheduled.	-
OpenBaoCluster	status.blueGreen	object	false	-	-	informational	upgrade-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.blueGreen	BlueGreen tracks the state of blue/green upgrades (if enabled).	-
OpenBaoCluster	status.blueGreen.blueControllerRevision	string	false	-	-	informational	upgrade-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.blueGreen	BlueControllerRevision is the Kubernetes StatefulSet controller revision of Blue.	-
OpenBaoCluster	status.blueGreen.blueImage	string	false	-	-	informational	upgrade-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.blueGreen	BlueImage is the container image used by the Blue cluster.	-
OpenBaoCluster	status.blueGreen.blueRevision	string	false	-	-	informational	upgrade-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.blueGreen	BlueRevision is the hash/name of the currently active cluster.	-
OpenBaoCluster	status.blueGreen.greenRevision	string	false	-	-	informational	upgrade-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.blueGreen	GreenRevision is the hash/name of the next cluster (if upgrade in progress).	-
OpenBaoCluster	status.blueGreen.jobFailureCount	integer	false	-	format=int32	informational	upgrade-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.blueGreen	JobFailureCount tracks consecutive job failures in the current phase.	-
OpenBaoCluster	status.blueGreen.lastJobFailure	string	false	-	-	informational	upgrade-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.blueGreen	LastJobFailure records the name of the last failed job for debugging.	-
OpenBaoCluster	status.blueGreen.manualPromotionRequired	boolean	false	-	-	informational	upgrade-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.blueGreen	ManualPromotionRequired snapshots whether the current in-flight blue/green upgrade requires an explicit spec.upgrade.requests.promote request before promotion can proceed.	-
OpenBaoCluster	status.blueGreen.phase	string	false	-	enum="Idle","DeployingGreen","JoiningMesh","Syncing","Promoting","DemotingBlue","Cleanup","RestoringReadReplicas","RollingBack","RollbackCleanup"	informational	upgrade-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.blueGreen	Phase is the current phase of the blue/green upgrade.	-
OpenBaoCluster	status.blueGreen.preUpgradeSnapshotJobName	string	false	-	-	informational	upgrade-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.blueGreen	PreUpgradeSnapshotJobName is the name of the backup job triggered at upgrade start.	-
OpenBaoCluster	status.blueGreen.rollbackAttempt	integer	false	-	format=int32	informational	upgrade-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.blueGreen	RollbackAttempt increments each time rollback automation is retried.	-
OpenBaoCluster	status.blueGreen.rollbackReason	string	false	-	-	informational	upgrade-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.blueGreen	RollbackReason records why a rollback was triggered (if any).	-
OpenBaoCluster	status.blueGreen.rollbackStartTime	string	false	-	format=date-time	informational	upgrade-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.blueGreen	RollbackStartTime is when the rollback was initiated.	-
OpenBaoCluster	status.blueGreen.startTime	string	false	-	format=date-time	informational	upgrade-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.blueGreen	StartTime is when the current phase began.	-
OpenBaoCluster	status.breakGlass	object	false	-	-	stable-automation	lifecycle-safety	operator-owned	crd-schema,status-writer	none	required-if-changed	status.breakGlass	BreakGlass records when the operator has halted quorum-risk automation and requires explicit operator acknowledgment to continue.	The nonce and active state participate in the explicit acknowledgement workflow.
OpenBaoCluster	status.breakGlass.acknowledgedAt	string	false	-	format=date-time	stable-automation	lifecycle-safety	operator-owned	crd-schema,status-writer	none	required-if-changed	status.breakGlass	AcknowledgedAt records when break glass was acknowledged.	The nonce and active state participate in the explicit acknowledgement workflow.
OpenBaoCluster	status.breakGlass.active	boolean	false	-	-	stable-automation	lifecycle-safety	operator-owned	crd-schema,status-writer	none	required-if-changed	status.breakGlass	Active indicates whether break glass mode is currently active.	The nonce and active state participate in the explicit acknowledgement workflow.
OpenBaoCluster	status.breakGlass.enteredAt	string	false	-	format=date-time	stable-automation	lifecycle-safety	operator-owned	crd-schema,status-writer	none	required-if-changed	status.breakGlass	EnteredAt is when break glass mode became active.	The nonce and active state participate in the explicit acknowledgement workflow.
OpenBaoCluster	status.breakGlass.message	string	false	-	-	informational	lifecycle-safety	operator-owned	crd-schema,status-writer	none	required-if-changed	status.breakGlass.message	Message provides a short summary of the detected unsafe state.	The nonce and active state participate in the explicit acknowledgement workflow.
OpenBaoCluster	status.breakGlass.nonce	string	false	-	-	stable-automation	lifecycle-safety	operator-owned	crd-schema,status-writer	none	required-if-changed	status.breakGlass	Nonce is the acknowledgment token required to resume automation.	The nonce and active state participate in the explicit acknowledgement workflow.
OpenBaoCluster	status.breakGlass.reason	string	false	-	enum="RollbackConsensusRepairFailed","RollbackCleanupPeerRemovalFailed"	stable-automation	lifecycle-safety	operator-owned	crd-schema,status-writer	none	required-if-changed	status.breakGlass	Reason is a stable, typed reason for entering break glass mode.	The nonce and active state participate in the explicit acknowledgement workflow.
OpenBaoCluster	status.breakGlass.steps	array<string>	false	-	-	informational	lifecycle-safety	operator-owned	crd-schema,status-writer	none	required-if-changed	status.breakGlass.steps	Steps provides deterministic recovery guidance.	The nonce and active state participate in the explicit acknowledgement workflow.
OpenBaoCluster	status.conditions	array<object>	false	-	-	stable-automation	status-controller	operator-owned	crd-schema,status-writer	none	required-if-changed	status.conditions	Conditions represent the current state of the OpenBaoCluster resource.	Condition types are stable; reason sets may expand and messages are best-effort.
OpenBaoCluster	status.conditions[].lastTransitionTime	string	true	-	format=date-time	stable-automation	status-controller	operator-owned	crd-schema,status-writer	none	required-if-changed	status.conditions	lastTransitionTime is the last time the condition transitioned from one status to another.	Condition types are stable; reason sets may expand and messages are best-effort.
OpenBaoCluster	status.conditions[].message	string	true	-	maxLength=32768	informational	status-controller	operator-owned	crd-schema,status-writer	none	required-if-changed	status.conditions[].message	message is a human readable message indicating details about the transition.	Condition types are stable; reason sets may expand and messages are best-effort.
OpenBaoCluster	status.conditions[].observedGeneration	integer	false	-	format=int64; minimum=0	stable-automation	status-controller	operator-owned	crd-schema,status-writer	none	required-if-changed	status.conditions	observedGeneration represents the .metadata.generation that the condition was set based upon.	Condition types are stable; reason sets may expand and messages are best-effort.
OpenBaoCluster	status.conditions[].reason	string	true	-	pattern=^[A-Za-z]([A-Za-z0-9_,:]*[A-Za-z0-9_])?$; minLength=1; maxLength=1024	stable-automation	status-controller	operator-owned	crd-schema,status-writer	none	required-if-changed	status.conditions	reason contains a programmatic identifier indicating the reason for the condition's last transition.	Condition types are stable; reason sets may expand and messages are best-effort.
OpenBaoCluster	status.conditions[].status	string	true	-	enum="True","False","Unknown"	stable-automation	status-controller	operator-owned	crd-schema,status-writer	none	required-if-changed	status.conditions	status of the condition, one of True, False, Unknown.	Condition types are stable; reason sets may expand and messages are best-effort.
OpenBaoCluster	status.conditions[].type	string	true	-	pattern=^([a-z0-9]([-a-z0-9]*[a-z0-9])?(\.[a-z0-9]([-a-z0-9]*[a-z0-9])?)*/)?(([A-Za-z0-9][-A-Za-z0-9_.]*)?[A-Za-z0-9])$; maxLength=316	stable-automation	status-controller	operator-owned	crd-schema,status-writer	none	required-if-changed	status.conditions	type of condition in CamelCase or in foo.example.com/CamelCase.	Condition types are stable; reason sets may expand and messages are best-effort.
OpenBaoCluster	status.currentVersion	string	false	-	-	stable-automation	workload-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.currentVersion	CurrentVersion is the OpenBao version currently running on the cluster.	-
OpenBaoCluster	status.initialized	boolean	false	-	-	stable-automation	bootstrap-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.initialized	Initialized indicates whether the OpenBao cluster has been initialized.	-
OpenBaoCluster	status.lastBackupTime	string	false	-	format=date-time; nullable	deprecated	backup-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.lastBackupTime	LastBackupTime is the timestamp of the last successful backup, if configured.	Use status.backup.lastBackupTime.
OpenBaoCluster	status.observedGeneration	integer	false	-	format=int64	stable-automation	status-controller	operator-owned	crd-schema,status-writer	none	required-if-changed	status.observedGeneration	ObservedGeneration is the most recent metadata.generation that has been reconciled into this status.	-
OpenBaoCluster	status.operationLock	object	false	-	nullable	informational	lifecycle-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.operationLock	OperationLock prevents concurrent long-running operations (upgrade/backup/restore) from acting on the same cluster at the same time.	-
OpenBaoCluster	status.operationLock.acquiredAt	string	false	-	format=date-time	informational	lifecycle-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.operationLock	AcquiredAt is when the lock was first acquired.	-
OpenBaoCluster	status.operationLock.holder	string	false	-	-	informational	lifecycle-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.operationLock	Holder is a stable identifier for the lock holder (controller/component).	-
OpenBaoCluster	status.operationLock.message	string	false	-	-	informational	lifecycle-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.operationLock	Message provides human-readable context for why the lock is held.	-
OpenBaoCluster	status.operationLock.operation	string	false	-	enum="Upgrade","Backup","Restore"	informational	lifecycle-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.operationLock	Operation is the operation currently holding the lock.	-
OpenBaoCluster	status.operationLock.renewedAt	string	false	-	format=date-time	informational	lifecycle-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.operationLock	RenewedAt is updated when the holder reasserts the lock during reconciliation.	-
OpenBaoCluster	status.phase	string	false	-	enum="Initializing","Running","Upgrading","BackingUp","Failed"	stable-automation	status-controller	operator-owned	crd-schema,status-writer	none	required-if-changed	status.phase	Phase is a high-level summary of the cluster state.	-
OpenBaoCluster	status.readReplicas	object	false	-	nullable	informational	workload-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.readReplicas	ReadReplicas captures observed state for the read-replica pool.	-
OpenBaoCluster	status.readReplicas.desiredReplicas	integer	false	-	format=int32	informational	workload-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.readReplicas	DesiredReplicas is the desired number of read replicas.	-
OpenBaoCluster	status.readReplicas.healthyReplicas	integer	false	-	format=int32	informational	workload-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.readReplicas	HealthyReplicas is the number of read-replica peers that are currently healthy according to the Raft Autopilot state endpoint.	-
OpenBaoCluster	status.readReplicas.readyReplicas	integer	false	-	format=int32	informational	workload-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.readReplicas	ReadyReplicas is the number of Ready read-replica Pods observed.	-
OpenBaoCluster	status.readReplicas.registeredReplicas	integer	false	-	format=int32	informational	workload-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.readReplicas	RegisteredReplicas is the number of observed non-voter peers registered in Raft membership.	-
OpenBaoCluster	status.readReplicas.storage	object	false	-	-	informational	workload-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.readReplicas	Storage captures read-replica-specific storage observation state.	-
OpenBaoCluster	status.readReplicas.storage.boundPVCs	integer	false	-	format=int32	informational	workload-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.readReplicas	BoundPVCs is the number of observed data PVCs for the read-replica pool.	-
OpenBaoCluster	status.readReplicas.storage.desiredPVCs	integer	false	-	format=int32	informational	workload-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.readReplicas	DesiredPVCs is the number of data PVCs expected for the read-replica pool.	-
OpenBaoCluster	status.readReplicas.storage.storageClassName	string	false	-	-	informational	workload-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.readReplicas	StorageClassName is the effective StorageClass observed for the read-replica PVCs when it is consistent.	-
OpenBaoCluster	status.readyReplicas	integer	false	-	format=int32	stable-automation	workload-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.readyReplicas	ReadyReplicas is the number of replicas that are currently Ready.	-
OpenBaoCluster	status.selfInitialized	boolean	false	-	-	stable-automation	bootstrap-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.selfInitialized	SelfInitialized indicates whether the cluster was initialized using OpenBao's self-initialization feature.	-
OpenBaoCluster	status.upgrade	object	false	-	-	informational	upgrade-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.upgrade	Upgrade tracks the state of an in-progress upgrade (if any).	-
OpenBaoCluster	status.upgrade.completedPods	array<integer>	false	-	-	informational	upgrade-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.upgrade	CompletedPods lists ordinals of pods that have been successfully upgraded.	-
OpenBaoCluster	status.upgrade.currentPartition	integer	true	-	format=int32	informational	upgrade-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.upgrade	CurrentPartition is the current StatefulSet partition value.	-
OpenBaoCluster	status.upgrade.failure	object	false	-	nullable	informational	upgrade-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.upgrade	Failure is the structured rolling-upgrade failure status.	-
OpenBaoCluster	status.upgrade.failure.at	string	false	-	format=date-time	informational	upgrade-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.upgrade	At is when the error was observed (best-effort).	-
OpenBaoCluster	status.upgrade.failure.message	string	false	-	-	informational	upgrade-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.upgrade	Message is a human-readable error message (best-effort).	-
OpenBaoCluster	status.upgrade.failure.reason	string	false	-	-	informational	upgrade-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.upgrade	Reason is a low-cardinality identifier for the error.	-
OpenBaoCluster	status.upgrade.fromVersion	string	true	-	-	informational	upgrade-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.upgrade	FromVersion is the version being upgraded from.	-
OpenBaoCluster	status.upgrade.lastErrorAt	string	false	-	format=date-time	deprecated	upgrade-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.upgrade.lastErrorAt	LastErrorAt is when the last upgrade error was recorded (best-effort).	Use status.upgrade.failure.at.
OpenBaoCluster	status.upgrade.lastErrorMessage	string	false	-	-	deprecated	upgrade-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.upgrade.lastErrorMessage	LastErrorMessage is a human-readable failure message (best-effort).	Use status.upgrade.failure.message.
OpenBaoCluster	status.upgrade.lastErrorReason	string	false	-	-	deprecated	upgrade-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.upgrade.lastErrorReason	LastErrorReason is a low-cardinality reason describing why the upgrade failed (if it did).	Use status.upgrade.failure.reason.
OpenBaoCluster	status.upgrade.lastStepDownTime	string	false	-	format=date-time	informational	upgrade-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.upgrade	LastStepDownTime records when the last leader step-down was performed.	-
OpenBaoCluster	status.upgrade.startedAt	string	false	-	format=date-time	informational	upgrade-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.upgrade	StartedAt is when the upgrade began.	-
OpenBaoCluster	status.upgrade.targetVersion	string	true	-	-	informational	upgrade-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.upgrade	TargetVersion is the version being upgraded to.	-
OpenBaoCluster	status.upgradeRequests	object	false	-	-	informational	upgrade-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.upgradeRequests	UpgradeRequests tracks which explicit upgrade request values have already been handled so one-shot requests are edge-triggered instead of level-triggered.	-
OpenBaoCluster	status.upgradeRequests.lastHandledPromote	string	false	-	-	informational	upgrade-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.upgradeRequests	LastHandledPromote is the last observed spec.upgrade.requests.promote value that the operator has handled.	-
OpenBaoCluster	status.upgradeRequests.lastHandledRetry	string	false	-	-	informational	upgrade-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.upgradeRequests	LastHandledRetry is the last observed spec.upgrade.requests.retry value that the operator has handled.	-
OpenBaoCluster	status.upgradeRequests.lastHandledRollback	string	false	-	-	informational	upgrade-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.upgradeRequests	LastHandledRollback is the last observed spec.upgrade.requests.rollback value that the operator has handled.	-
OpenBaoCluster	status.workload	object	false	-	nullable	informational	workload-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.workload	Workload holds signals owned by the workload controller (infrastructure reconciliation).	-
OpenBaoCluster	status.workload.lastError	object	false	-	nullable	informational	workload-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.workload	LastError is the last workload-controller error observed for this cluster.	-
OpenBaoCluster	status.workload.lastError.at	string	false	-	format=date-time	informational	workload-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.workload	At is when the error was observed (best-effort).	-
OpenBaoCluster	status.workload.lastError.message	string	false	-	-	informational	workload-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.workload	Message is a human-readable error message (best-effort).	-
OpenBaoCluster	status.workload.lastError.reason	string	false	-	-	informational	workload-status	operator-owned	crd-schema,status-writer	none	required-if-changed	status.workload	Reason is a low-cardinality identifier for the error.	-
OpenBaoRestore	spec.cluster	string	true	-	minLength=1	beta-stable	restore	immutable	crd-schema,admission-policy,restore-controller	none	required-if-changed	spec.cluster	Cluster is the name of the OpenBaoCluster to restore INTO.	-
OpenBaoRestore	spec.force	boolean	false	false	-	beta-stable	restore	immutable	crd-schema,admission-policy,restore-controller	none	required-if-changed	spec.force	Force allows restore even if the cluster appears unhealthy.	-
OpenBaoRestore	spec.image	string	false	-	minLength=1	beta-stable	restore	immutable	crd-schema,admission-policy,restore-controller	none	required-if-changed	spec.image	Image is the container image to use for restore operations.	-
OpenBaoRestore	spec.jwtAuthRole	string	false	-	-	beta-stable	restore-authentication	immutable	crd-schema,admission-policy,restore-controller	none	required-if-changed	spec.jwtAuthRole	JWTAuthRole is the name of the JWT Auth role configured in OpenBao for restore operations.	-
OpenBaoRestore	spec.overrideOperationLock	boolean	false	false	-	beta-stable	lifecycle-safety	immutable	crd-schema,admission-policy,restore-controller	none	required-if-changed	spec.overrideOperationLock	OverrideOperationLock allows the restore controller to clear an active cluster operation lock (upgrade/backup) and proceed with restore.	-
OpenBaoRestore	spec.source	object	true	-	-	beta-stable	restore	immutable	crd-schema,admission-policy,restore-controller	none	required-if-changed	spec.source	Source defines where the snapshot comes from.	-
OpenBaoRestore	spec.source.key	string	true	-	minLength=1	beta-stable	restore	immutable	crd-schema,admission-policy,restore-controller	none	required-if-changed	spec.source	Key is the full path to the snapshot object in the bucket.	-
OpenBaoRestore	spec.source.target	object	true	-	-	likely-move	restore	immutable	crd-schema,admission-policy,restore-controller	none	required-if-changed	spec.source.target	Target reuses BackupTarget for storage connection details.	OpenBaoRestore reuses the same mixed provider shape as scheduled backups.
OpenBaoRestore	spec.source.target.azure	object	false	-	-	likely-move	restore	immutable	crd-schema,admission-policy,restore-controller	none	required-if-changed	spec.source.target	Azure contains Azure Blob Storage specific configuration.	OpenBaoRestore reuses the same mixed provider shape as scheduled backups.
OpenBaoRestore	spec.source.target.azure.container	string	false	-	-	likely-move	restore	immutable	crd-schema,admission-policy,restore-controller	none	required-if-changed	spec.source.target	Container is the blob container name.	OpenBaoRestore reuses the same mixed provider shape as scheduled backups.
OpenBaoRestore	spec.source.target.azure.storageAccount	string	false	-	minLength=1	likely-move	restore	immutable	crd-schema,admission-policy,restore-controller	none	required-if-changed	spec.source.target	StorageAccount is the Azure storage account name.	OpenBaoRestore reuses the same mixed provider shape as scheduled backups.
OpenBaoRestore	spec.source.target.bucket	string	true	-	minLength=1	likely-move	restore	immutable	crd-schema,admission-policy,restore-controller	none	required-if-changed	spec.source.target	Bucket is the bucket or container name.	OpenBaoRestore reuses the same mixed provider shape as scheduled backups.
OpenBaoRestore	spec.source.target.concurrency	integer	false	3	format=int32; minimum=1; maximum=10	likely-move	restore	immutable	crd-schema,admission-policy,restore-controller	none	required-if-changed	spec.source.target	Concurrency is the number of concurrent parts to upload during multipart uploads.	OpenBaoRestore reuses the same mixed provider shape as scheduled backups.
OpenBaoRestore	spec.source.target.credentialsSecretRef	object	false	-	-	likely-move	restore	immutable	crd-schema,admission-policy,restore-controller	none	required-if-changed	spec.source.target	CredentialsSecretRef optionally references a Secret containing credentials for the object store.	OpenBaoRestore reuses the same mixed provider shape as scheduled backups.
OpenBaoRestore	spec.source.target.credentialsSecretRef.name	string	false	""	-	likely-move	restore	immutable	crd-schema,admission-policy,restore-controller	none	required-if-changed	spec.source.target	Name of the referent.	OpenBaoRestore reuses the same mixed provider shape as scheduled backups.
OpenBaoRestore	spec.source.target.endpoint	string	false	-	-	likely-move	restore	immutable	crd-schema,admission-policy,restore-controller	none	required-if-changed	spec.source.target	Endpoint is the HTTP(S) endpoint for the object storage service.	OpenBaoRestore reuses the same mixed provider shape as scheduled backups.
OpenBaoRestore	spec.source.target.gcs	object	false	-	-	likely-move	restore	immutable	crd-schema,admission-policy,restore-controller	none	required-if-changed	spec.source.target	GCS contains Google Cloud Storage specific configuration.	OpenBaoRestore reuses the same mixed provider shape as scheduled backups.
OpenBaoRestore	spec.source.target.gcs.project	string	false	-	-	likely-move	restore	immutable	crd-schema,admission-policy,restore-controller	none	required-if-changed	spec.source.target	Project is the GCP project ID.	OpenBaoRestore reuses the same mixed provider shape as scheduled backups.
OpenBaoRestore	spec.source.target.insecureSkipVerify	boolean	false	-	-	likely-move	restore	immutable	crd-schema,admission-policy,restore-controller	none	required-if-changed	spec.source.target	InsecureSkipVerify allows skipping TLS verification (useful for MinIO/LocalStack/Azurite with self-signed certs).	OpenBaoRestore reuses the same mixed provider shape as scheduled backups.
OpenBaoRestore	spec.source.target.partSize	integer	false	10485760	format=int64; minimum=5242880	likely-move	restore	immutable	crd-schema,admission-policy,restore-controller	none	required-if-changed	spec.source.target	PartSize is the size of each part in multipart uploads (in bytes).	OpenBaoRestore reuses the same mixed provider shape as scheduled backups.
OpenBaoRestore	spec.source.target.pathPrefix	string	false	-	-	likely-move	restore	immutable	crd-schema,admission-policy,restore-controller	none	required-if-changed	spec.source.target	PathPrefix is an optional prefix within the bucket for this cluster's snapshots.	OpenBaoRestore reuses the same mixed provider shape as scheduled backups.
OpenBaoRestore	spec.source.target.provider	string	false	"s3"	enum="s3","gcs","azure"	likely-move	restore	immutable	crd-schema,admission-policy,restore-controller	none	required-if-changed	spec.source.target	Provider selects the storage backend.	OpenBaoRestore reuses the same mixed provider shape as scheduled backups.
OpenBaoRestore	spec.source.target.region	string	false	"us-east-1"	-	likely-move	restore	immutable	crd-schema,admission-policy,restore-controller	none	required-if-changed	spec.source.target	Region is the AWS region to use for S3-compatible clients.	OpenBaoRestore reuses the same mixed provider shape as scheduled backups.
OpenBaoRestore	spec.source.target.roleArn	string	false	-	-	likely-move	restore	immutable	crd-schema,admission-policy,restore-controller	none	required-if-changed	spec.source.target	RoleARN is the IAM role ARN (or S3-compatible equivalent) to assume via Web Identity.	OpenBaoRestore reuses the same mixed provider shape as scheduled backups.
OpenBaoRestore	spec.source.target.usePathStyle	boolean	false	false	-	likely-move	restore	immutable	crd-schema,admission-policy,restore-controller	none	required-if-changed	spec.source.target	UsePathStyle controls whether to use path-style addressing (bucket.s3.amazonaws.com/object) or virtual-hosted-style addressing (bucket.s3.amazonaws.com/object).	OpenBaoRestore reuses the same mixed provider shape as scheduled backups.
OpenBaoRestore	spec.source.target.workloadIdentity	object	false	-	-	likely-move	restore	immutable	crd-schema,admission-policy,restore-controller	none	required-if-changed	spec.source.target	WorkloadIdentity optionally applies provider-specific metadata required by cloud workload identity integrations.	OpenBaoRestore reuses the same mixed provider shape as scheduled backups.
OpenBaoRestore	spec.source.target.workloadIdentity.podLabels	object	false	-	-	likely-move	restore	immutable	crd-schema,admission-policy,restore-controller	none	required-if-changed	spec.source.target	PodLabels are merged into the generated backup or restore Job pod template.	OpenBaoRestore reuses the same mixed provider shape as scheduled backups.
OpenBaoRestore	spec.source.target.workloadIdentity.serviceAccountAnnotations	object	false	-	-	likely-move	restore	immutable	crd-schema,admission-policy,restore-controller	none	required-if-changed	spec.source.target	ServiceAccountAnnotations are merged into the generated backup or restore ServiceAccount.	OpenBaoRestore reuses the same mixed provider shape as scheduled backups.
